# 8b Adder (BF16 exponent path) Exhaustive TB Errors
# Fields: carry exp1 exp2 | exp_sum_expected ovf_expected unf_expected | exp_sum_got ovf_got unf_got

ERROR: carry=0 exp1=158(0x9e) exp2=247(0xf7) | exp_sum_exp=22(0x16) ovf_exp=0 unf_exp=0 | exp_sum_got=22(0x16) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=248(0xf8) | exp_sum_exp=23(0x17) ovf_exp=0 unf_exp=0 | exp_sum_got=23(0x17) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=249(0xf9) | exp_sum_exp=24(0x18) ovf_exp=0 unf_exp=0 | exp_sum_got=24(0x18) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=250(0xfa) | exp_sum_exp=25(0x19) ovf_exp=0 unf_exp=0 | exp_sum_got=25(0x19) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=251(0xfb) | exp_sum_exp=26(0x1a) ovf_exp=0 unf_exp=0 | exp_sum_got=26(0x1a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=252(0xfc) | exp_sum_exp=27(0x1b) ovf_exp=0 unf_exp=0 | exp_sum_got=27(0x1b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=253(0xfd) | exp_sum_exp=28(0x1c) ovf_exp=0 unf_exp=0 | exp_sum_got=28(0x1c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=254(0xfe) | exp_sum_exp=29(0x1d) ovf_exp=0 unf_exp=0 | exp_sum_got=29(0x1d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=158(0x9e) exp2=255(0xff) | exp_sum_exp=30(0x1e) ovf_exp=0 unf_exp=0 | exp_sum_got=30(0x1e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=225(0xe1) | exp_sum_exp=1(0x01) ovf_exp=0 unf_exp=0 | exp_sum_got=1(0x01) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=226(0xe2) | exp_sum_exp=2(0x02) ovf_exp=0 unf_exp=0 | exp_sum_got=2(0x02) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=227(0xe3) | exp_sum_exp=3(0x03) ovf_exp=0 unf_exp=0 | exp_sum_got=3(0x03) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=228(0xe4) | exp_sum_exp=4(0x04) ovf_exp=0 unf_exp=0 | exp_sum_got=4(0x04) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=229(0xe5) | exp_sum_exp=5(0x05) ovf_exp=0 unf_exp=0 | exp_sum_got=5(0x05) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=230(0xe6) | exp_sum_exp=6(0x06) ovf_exp=0 unf_exp=0 | exp_sum_got=6(0x06) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=231(0xe7) | exp_sum_exp=7(0x07) ovf_exp=0 unf_exp=0 | exp_sum_got=7(0x07) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=232(0xe8) | exp_sum_exp=8(0x08) ovf_exp=0 unf_exp=0 | exp_sum_got=8(0x08) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=233(0xe9) | exp_sum_exp=9(0x09) ovf_exp=0 unf_exp=0 | exp_sum_got=9(0x09) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=234(0xea) | exp_sum_exp=10(0x0a) ovf_exp=0 unf_exp=0 | exp_sum_got=10(0x0a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=235(0xeb) | exp_sum_exp=11(0x0b) ovf_exp=0 unf_exp=0 | exp_sum_got=11(0x0b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=236(0xec) | exp_sum_exp=12(0x0c) ovf_exp=0 unf_exp=0 | exp_sum_got=12(0x0c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=237(0xed) | exp_sum_exp=13(0x0d) ovf_exp=0 unf_exp=0 | exp_sum_got=13(0x0d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=238(0xee) | exp_sum_exp=14(0x0e) ovf_exp=0 unf_exp=0 | exp_sum_got=14(0x0e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=239(0xef) | exp_sum_exp=15(0x0f) ovf_exp=0 unf_exp=0 | exp_sum_got=15(0x0f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=240(0xf0) | exp_sum_exp=16(0x10) ovf_exp=0 unf_exp=0 | exp_sum_got=16(0x10) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=241(0xf1) | exp_sum_exp=17(0x11) ovf_exp=0 unf_exp=0 | exp_sum_got=17(0x11) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=242(0xf2) | exp_sum_exp=18(0x12) ovf_exp=0 unf_exp=0 | exp_sum_got=18(0x12) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=243(0xf3) | exp_sum_exp=19(0x13) ovf_exp=0 unf_exp=0 | exp_sum_got=19(0x13) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=244(0xf4) | exp_sum_exp=20(0x14) ovf_exp=0 unf_exp=0 | exp_sum_got=20(0x14) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=245(0xf5) | exp_sum_exp=21(0x15) ovf_exp=0 unf_exp=0 | exp_sum_got=21(0x15) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=246(0xf6) | exp_sum_exp=22(0x16) ovf_exp=0 unf_exp=0 | exp_sum_got=22(0x16) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=247(0xf7) | exp_sum_exp=23(0x17) ovf_exp=0 unf_exp=0 | exp_sum_got=23(0x17) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=248(0xf8) | exp_sum_exp=24(0x18) ovf_exp=0 unf_exp=0 | exp_sum_got=24(0x18) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=249(0xf9) | exp_sum_exp=25(0x19) ovf_exp=0 unf_exp=0 | exp_sum_got=25(0x19) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=250(0xfa) | exp_sum_exp=26(0x1a) ovf_exp=0 unf_exp=0 | exp_sum_got=26(0x1a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=251(0xfb) | exp_sum_exp=27(0x1b) ovf_exp=0 unf_exp=0 | exp_sum_got=27(0x1b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=252(0xfc) | exp_sum_exp=28(0x1c) ovf_exp=0 unf_exp=0 | exp_sum_got=28(0x1c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=253(0xfd) | exp_sum_exp=29(0x1d) ovf_exp=0 unf_exp=0 | exp_sum_got=29(0x1d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=254(0xfe) | exp_sum_exp=30(0x1e) ovf_exp=0 unf_exp=0 | exp_sum_got=30(0x1e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=159(0x9f) exp2=255(0xff) | exp_sum_exp=31(0x1f) ovf_exp=0 unf_exp=0 | exp_sum_got=31(0x1f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=224(0xe0) | exp_sum_exp=1(0x01) ovf_exp=0 unf_exp=0 | exp_sum_got=1(0x01) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=225(0xe1) | exp_sum_exp=2(0x02) ovf_exp=0 unf_exp=0 | exp_sum_got=2(0x02) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=226(0xe2) | exp_sum_exp=3(0x03) ovf_exp=0 unf_exp=0 | exp_sum_got=3(0x03) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=227(0xe3) | exp_sum_exp=4(0x04) ovf_exp=0 unf_exp=0 | exp_sum_got=4(0x04) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=228(0xe4) | exp_sum_exp=5(0x05) ovf_exp=0 unf_exp=0 | exp_sum_got=5(0x05) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=229(0xe5) | exp_sum_exp=6(0x06) ovf_exp=0 unf_exp=0 | exp_sum_got=6(0x06) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=230(0xe6) | exp_sum_exp=7(0x07) ovf_exp=0 unf_exp=0 | exp_sum_got=7(0x07) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=231(0xe7) | exp_sum_exp=8(0x08) ovf_exp=0 unf_exp=0 | exp_sum_got=8(0x08) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=232(0xe8) | exp_sum_exp=9(0x09) ovf_exp=0 unf_exp=0 | exp_sum_got=9(0x09) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=233(0xe9) | exp_sum_exp=10(0x0a) ovf_exp=0 unf_exp=0 | exp_sum_got=10(0x0a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=234(0xea) | exp_sum_exp=11(0x0b) ovf_exp=0 unf_exp=0 | exp_sum_got=11(0x0b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=235(0xeb) | exp_sum_exp=12(0x0c) ovf_exp=0 unf_exp=0 | exp_sum_got=12(0x0c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=236(0xec) | exp_sum_exp=13(0x0d) ovf_exp=0 unf_exp=0 | exp_sum_got=13(0x0d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=237(0xed) | exp_sum_exp=14(0x0e) ovf_exp=0 unf_exp=0 | exp_sum_got=14(0x0e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=238(0xee) | exp_sum_exp=15(0x0f) ovf_exp=0 unf_exp=0 | exp_sum_got=15(0x0f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=239(0xef) | exp_sum_exp=16(0x10) ovf_exp=0 unf_exp=0 | exp_sum_got=16(0x10) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=240(0xf0) | exp_sum_exp=17(0x11) ovf_exp=0 unf_exp=0 | exp_sum_got=17(0x11) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=241(0xf1) | exp_sum_exp=18(0x12) ovf_exp=0 unf_exp=0 | exp_sum_got=18(0x12) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=242(0xf2) | exp_sum_exp=19(0x13) ovf_exp=0 unf_exp=0 | exp_sum_got=19(0x13) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=243(0xf3) | exp_sum_exp=20(0x14) ovf_exp=0 unf_exp=0 | exp_sum_got=20(0x14) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=244(0xf4) | exp_sum_exp=21(0x15) ovf_exp=0 unf_exp=0 | exp_sum_got=21(0x15) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=245(0xf5) | exp_sum_exp=22(0x16) ovf_exp=0 unf_exp=0 | exp_sum_got=22(0x16) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=246(0xf6) | exp_sum_exp=23(0x17) ovf_exp=0 unf_exp=0 | exp_sum_got=23(0x17) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=247(0xf7) | exp_sum_exp=24(0x18) ovf_exp=0 unf_exp=0 | exp_sum_got=24(0x18) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=248(0xf8) | exp_sum_exp=25(0x19) ovf_exp=0 unf_exp=0 | exp_sum_got=25(0x19) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=249(0xf9) | exp_sum_exp=26(0x1a) ovf_exp=0 unf_exp=0 | exp_sum_got=26(0x1a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=250(0xfa) | exp_sum_exp=27(0x1b) ovf_exp=0 unf_exp=0 | exp_sum_got=27(0x1b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=251(0xfb) | exp_sum_exp=28(0x1c) ovf_exp=0 unf_exp=0 | exp_sum_got=28(0x1c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=252(0xfc) | exp_sum_exp=29(0x1d) ovf_exp=0 unf_exp=0 | exp_sum_got=29(0x1d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=253(0xfd) | exp_sum_exp=30(0x1e) ovf_exp=0 unf_exp=0 | exp_sum_got=30(0x1e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=254(0xfe) | exp_sum_exp=31(0x1f) ovf_exp=0 unf_exp=0 | exp_sum_got=31(0x1f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=160(0xa0) exp2=255(0xff) | exp_sum_exp=32(0x20) ovf_exp=0 unf_exp=0 | exp_sum_got=32(0x20) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=223(0xdf) | exp_sum_exp=1(0x01) ovf_exp=0 unf_exp=0 | exp_sum_got=1(0x01) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=224(0xe0) | exp_sum_exp=2(0x02) ovf_exp=0 unf_exp=0 | exp_sum_got=2(0x02) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=225(0xe1) | exp_sum_exp=3(0x03) ovf_exp=0 unf_exp=0 | exp_sum_got=3(0x03) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=226(0xe2) | exp_sum_exp=4(0x04) ovf_exp=0 unf_exp=0 | exp_sum_got=4(0x04) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=227(0xe3) | exp_sum_exp=5(0x05) ovf_exp=0 unf_exp=0 | exp_sum_got=5(0x05) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=228(0xe4) | exp_sum_exp=6(0x06) ovf_exp=0 unf_exp=0 | exp_sum_got=6(0x06) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=229(0xe5) | exp_sum_exp=7(0x07) ovf_exp=0 unf_exp=0 | exp_sum_got=7(0x07) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=230(0xe6) | exp_sum_exp=8(0x08) ovf_exp=0 unf_exp=0 | exp_sum_got=8(0x08) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=231(0xe7) | exp_sum_exp=9(0x09) ovf_exp=0 unf_exp=0 | exp_sum_got=9(0x09) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=232(0xe8) | exp_sum_exp=10(0x0a) ovf_exp=0 unf_exp=0 | exp_sum_got=10(0x0a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=233(0xe9) | exp_sum_exp=11(0x0b) ovf_exp=0 unf_exp=0 | exp_sum_got=11(0x0b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=234(0xea) | exp_sum_exp=12(0x0c) ovf_exp=0 unf_exp=0 | exp_sum_got=12(0x0c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=235(0xeb) | exp_sum_exp=13(0x0d) ovf_exp=0 unf_exp=0 | exp_sum_got=13(0x0d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=236(0xec) | exp_sum_exp=14(0x0e) ovf_exp=0 unf_exp=0 | exp_sum_got=14(0x0e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=237(0xed) | exp_sum_exp=15(0x0f) ovf_exp=0 unf_exp=0 | exp_sum_got=15(0x0f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=238(0xee) | exp_sum_exp=16(0x10) ovf_exp=0 unf_exp=0 | exp_sum_got=16(0x10) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=239(0xef) | exp_sum_exp=17(0x11) ovf_exp=0 unf_exp=0 | exp_sum_got=17(0x11) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=240(0xf0) | exp_sum_exp=18(0x12) ovf_exp=0 unf_exp=0 | exp_sum_got=18(0x12) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=241(0xf1) | exp_sum_exp=19(0x13) ovf_exp=0 unf_exp=0 | exp_sum_got=19(0x13) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=242(0xf2) | exp_sum_exp=20(0x14) ovf_exp=0 unf_exp=0 | exp_sum_got=20(0x14) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=243(0xf3) | exp_sum_exp=21(0x15) ovf_exp=0 unf_exp=0 | exp_sum_got=21(0x15) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=244(0xf4) | exp_sum_exp=22(0x16) ovf_exp=0 unf_exp=0 | exp_sum_got=22(0x16) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=245(0xf5) | exp_sum_exp=23(0x17) ovf_exp=0 unf_exp=0 | exp_sum_got=23(0x17) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=246(0xf6) | exp_sum_exp=24(0x18) ovf_exp=0 unf_exp=0 | exp_sum_got=24(0x18) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=247(0xf7) | exp_sum_exp=25(0x19) ovf_exp=0 unf_exp=0 | exp_sum_got=25(0x19) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=248(0xf8) | exp_sum_exp=26(0x1a) ovf_exp=0 unf_exp=0 | exp_sum_got=26(0x1a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=249(0xf9) | exp_sum_exp=27(0x1b) ovf_exp=0 unf_exp=0 | exp_sum_got=27(0x1b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=250(0xfa) | exp_sum_exp=28(0x1c) ovf_exp=0 unf_exp=0 | exp_sum_got=28(0x1c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=251(0xfb) | exp_sum_exp=29(0x1d) ovf_exp=0 unf_exp=0 | exp_sum_got=29(0x1d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=252(0xfc) | exp_sum_exp=30(0x1e) ovf_exp=0 unf_exp=0 | exp_sum_got=30(0x1e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=253(0xfd) | exp_sum_exp=31(0x1f) ovf_exp=0 unf_exp=0 | exp_sum_got=31(0x1f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=254(0xfe) | exp_sum_exp=32(0x20) ovf_exp=0 unf_exp=0 | exp_sum_got=32(0x20) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=161(0xa1) exp2=255(0xff) | exp_sum_exp=33(0x21) ovf_exp=0 unf_exp=0 | exp_sum_got=33(0x21) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=222(0xde) | exp_sum_exp=1(0x01) ovf_exp=0 unf_exp=0 | exp_sum_got=1(0x01) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=223(0xdf) | exp_sum_exp=2(0x02) ovf_exp=0 unf_exp=0 | exp_sum_got=2(0x02) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=224(0xe0) | exp_sum_exp=3(0x03) ovf_exp=0 unf_exp=0 | exp_sum_got=3(0x03) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=225(0xe1) | exp_sum_exp=4(0x04) ovf_exp=0 unf_exp=0 | exp_sum_got=4(0x04) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=226(0xe2) | exp_sum_exp=5(0x05) ovf_exp=0 unf_exp=0 | exp_sum_got=5(0x05) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=227(0xe3) | exp_sum_exp=6(0x06) ovf_exp=0 unf_exp=0 | exp_sum_got=6(0x06) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=228(0xe4) | exp_sum_exp=7(0x07) ovf_exp=0 unf_exp=0 | exp_sum_got=7(0x07) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=229(0xe5) | exp_sum_exp=8(0x08) ovf_exp=0 unf_exp=0 | exp_sum_got=8(0x08) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=230(0xe6) | exp_sum_exp=9(0x09) ovf_exp=0 unf_exp=0 | exp_sum_got=9(0x09) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=231(0xe7) | exp_sum_exp=10(0x0a) ovf_exp=0 unf_exp=0 | exp_sum_got=10(0x0a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=232(0xe8) | exp_sum_exp=11(0x0b) ovf_exp=0 unf_exp=0 | exp_sum_got=11(0x0b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=233(0xe9) | exp_sum_exp=12(0x0c) ovf_exp=0 unf_exp=0 | exp_sum_got=12(0x0c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=234(0xea) | exp_sum_exp=13(0x0d) ovf_exp=0 unf_exp=0 | exp_sum_got=13(0x0d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=235(0xeb) | exp_sum_exp=14(0x0e) ovf_exp=0 unf_exp=0 | exp_sum_got=14(0x0e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=236(0xec) | exp_sum_exp=15(0x0f) ovf_exp=0 unf_exp=0 | exp_sum_got=15(0x0f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=237(0xed) | exp_sum_exp=16(0x10) ovf_exp=0 unf_exp=0 | exp_sum_got=16(0x10) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=238(0xee) | exp_sum_exp=17(0x11) ovf_exp=0 unf_exp=0 | exp_sum_got=17(0x11) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=239(0xef) | exp_sum_exp=18(0x12) ovf_exp=0 unf_exp=0 | exp_sum_got=18(0x12) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=240(0xf0) | exp_sum_exp=19(0x13) ovf_exp=0 unf_exp=0 | exp_sum_got=19(0x13) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=241(0xf1) | exp_sum_exp=20(0x14) ovf_exp=0 unf_exp=0 | exp_sum_got=20(0x14) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=242(0xf2) | exp_sum_exp=21(0x15) ovf_exp=0 unf_exp=0 | exp_sum_got=21(0x15) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=243(0xf3) | exp_sum_exp=22(0x16) ovf_exp=0 unf_exp=0 | exp_sum_got=22(0x16) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=244(0xf4) | exp_sum_exp=23(0x17) ovf_exp=0 unf_exp=0 | exp_sum_got=23(0x17) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=245(0xf5) | exp_sum_exp=24(0x18) ovf_exp=0 unf_exp=0 | exp_sum_got=24(0x18) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=246(0xf6) | exp_sum_exp=25(0x19) ovf_exp=0 unf_exp=0 | exp_sum_got=25(0x19) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=247(0xf7) | exp_sum_exp=26(0x1a) ovf_exp=0 unf_exp=0 | exp_sum_got=26(0x1a) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=248(0xf8) | exp_sum_exp=27(0x1b) ovf_exp=0 unf_exp=0 | exp_sum_got=27(0x1b) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=249(0xf9) | exp_sum_exp=28(0x1c) ovf_exp=0 unf_exp=0 | exp_sum_got=28(0x1c) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=250(0xfa) | exp_sum_exp=29(0x1d) ovf_exp=0 unf_exp=0 | exp_sum_got=29(0x1d) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=251(0xfb) | exp_sum_exp=30(0x1e) ovf_exp=0 unf_exp=0 | exp_sum_got=30(0x1e) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=252(0xfc) | exp_sum_exp=31(0x1f) ovf_exp=0 unf_exp=0 | exp_sum_got=31(0x1f) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=253(0xfd) | exp_sum_exp=32(0x20) ovf_exp=0 unf_exp=0 | exp_sum_got=32(0x20) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=254(0xfe) | exp_sum_exp=33(0x21) ovf_exp=0 unf_exp=0 | exp_sum_got=33(0x21) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=162(0xa2) exp2=255(0xff) | exp_sum_exp=34(0x22) ovf_exp=0 unf_exp=0 | exp_sum_got=34(0x22) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=221(0xdd) | exp_sum_exp=1(0x01) ovf_exp=0 unf_exp=0 | exp_sum_got=1(0x01) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=222(0xde) | exp_sum_exp=2(0x02) ovf_exp=0 unf_exp=0 | exp_sum_got=2(0x02) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=223(0xdf) | exp_sum_exp=3(0x03) ovf_exp=0 unf_exp=0 | exp_sum_got=3(0x03) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=224(0xe0) | exp_sum_exp=4(0x04) ovf_exp=0 unf_exp=0 | exp_sum_got=4(0x04) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=225(0xe1) | exp_sum_exp=5(0x05) ovf_exp=0 unf_exp=0 | exp_sum_got=5(0x05) ovf_got=1 unf_got=0
ERROR: carry=0 exp1=163(0xa3) exp2=226(0xe2) | exp_sum_exp=6(0x06) ovf_exp=0 unf_exp=0 | exp_sum_got=6(0x06) ovf_got=1 unf_got=0
